TIME(unitless),BITDEP(ft),BLOCKCOMP(ft),DEP_RTN(ft),DEPTH(ft),FLOWIN(USgal/min),FLOWOUTPC(%),ROP_AVG(ft/h),DIFP(psi)
2018-07-26T02:53:49.0000000-06:00,5092.374,84.648,5090.5,5092.374,801.281,57.876,90.965,530.665
2018-07-26T02:53:51.0000000-06:00,5092.374,84.648,5090.5,5092.374,801.563,58.197,90.965,504.536
2018-07-26T02:53:53.0000000-06:00,5092.389,84.633,5091,5092.389,801.281,57.653,57.892,505.892
2018-07-26T02:53:55.0000000-06:00,5092.412,84.611,5091,5092.412,801.281,56.326,57.892,474.986
2018-07-26T02:53:57.0000000-06:00,5092.434,84.588,5091,5092.434,801.563,56.249,57.892,429.368
2018-07-26T02:53:59.0000000-06:00,5092.455,84.567,5091,5092.455,801.567,54.317,57.892,386.05
2018-07-26T02:54:01.0000000-06:00,5092.478,84.545,5091,5092.478,801.567,53.876,57.892,389.491
2018-07-26T02:54:03.0000000-06:00,5092.508,84.514,5091,5092.508,801.567,54.771,40.275,382.731
2018-07-26T02:54:05.0000000-06:00,5092.547,84.475,5091,5092.547,802.133,54.484,40.275,371.296
2018-07-26T02:54:07.0000000-06:00,5092.564,84.458,5091,5092.564,802.133,53.735,40.275,366.537
2018-07-26T02:54:09.0000000-06:00,5092.627,84.396,5091,5092.627,802.133,55.18,40.275,339.141
2018-07-26T02:54:11.0000000-06:00,5092.647,84.376,5091,5092.647,802.42,54.1,40.275,316.278
2018-07-26T02:54:13.0000000-06:00,5092.699,84.323,5091.5,5092.699,802.42,53.596,40.275,351.167
2018-07-26T02:54:15.0000000-06:00,5092.746,84.277,5091.5,5092.746,802.42,52.77,64.756,349.074
2018-07-26T02:54:17.0000000-06:00,5092.777,84.245,5091.5,5092.777,802.133,52.992,64.756,355.7
2018-07-26T02:54:19.0000000-06:00,5092.829,84.193,5091.5,5092.829,802.42,53.095,64.756,359.797
2018-07-26T02:54:21.0000000-06:00,5092.86,84.162,5091.5,5092.86,802.133,53.267,64.756,369.031
2018-07-26T02:54:23.0000000-06:00,5092.914,84.109,5091.5,5092.914,802.137,53.088,64.756,357.456
2018-07-26T02:54:25.0000000-06:00,5092.956,84.067,5091.5,5092.956,802.42,52.491,64.756,326.027
2018-07-26T02:54:27.0000000-06:00,5092.999,84.023,5091.5,5092.999,802.42,51.088,78.98,335.848
2018-07-26T02:54:29.0000000-06:00,5093.036,83.986,5091.5,5093.036,802.42,51.012,78.98,383.08
2018-07-26T02:54:31.0000000-06:00,5093.072,83.951,5091.5,5093.072,802.137,51.981,78.98,388.163
2018-07-26T02:54:33.0000000-06:00,5093.113,83.909,5092,5093.113,802.42,52.378,78.98,386.966
2018-07-26T02:54:35.0000000-06:00,5093.153,83.869,5092,5093.153,802.42,54.412,78.98,344.726
2018-07-26T02:54:37.0000000-06:00,5093.192,83.831,5092,5093.192,802.42,56.337,78.98,366.56
2018-07-26T02:54:39.0000000-06:00,5093.241,83.782,5092,5093.241,802.137,56.41,76.743,389.992
2018-07-26T02:54:41.0000000-06:00,5093.271,83.752,5092,5093.271,802.42,56.293,76.743,364.385
2018-07-26T02:54:43.0000000-06:00,5093.309,83.713,5092,5093.309,802.42,56.694,76.743,400.765
2018-07-26T02:54:45.0000000-06:00,5093.351,83.671,5092,5093.351,802.137,55.136,76.743,357.023
2018-07-26T02:54:47.0000000-06:00,5093.374,83.649,5092,5093.374,802.137,53.856,76.743,375.156
2018-07-26T02:54:49.0000000-06:00,5093.431,83.591,5092,5093.431,802.42,53.61,76.743,384.819
2018-07-26T02:54:51.0000000-06:00,5093.457,83.565,5092,5093.457,802.42,53.397,64.336,363.373
2018-07-26T02:54:53.0000000-06:00,5093.499,83.524,5092,5093.499,801.567,53.424,64.336,406.332
2018-07-26T02:54:55.0000000-06:00,5093.539,83.483,5092,5093.539,802.133,54.321,64.336,369.886
2018-07-26T02:54:57.0000000-06:00,5093.579,83.443,5092,5093.579,802.137,55.554,64.336,362.483
2018-07-26T02:54:59.0000000-06:00,5093.618,83.405,5092,5093.618,802.137,56.274,64.336,372.178
2018-07-26T02:55:01.0000000-06:00,5093.647,83.375,5092,5093.647,801.85,56.055,64.336,385.676
2018-07-26T02:55:03.0000000-06:00,5093.678,83.344,5092,5093.678,802.42,55.774,70.671,392.82
2018-07-26T02:55:05.0000000-06:00,5093.73,83.293,5092.5,5093.73,802.133,55.591,70.671,389.695
2018-07-26T02:55:07.0000000-06:00,5093.782,83.24,5092.5,5093.782,801.85,53.572,70.671,410.861
2018-07-26T02:55:09.0000000-06:00,5093.824,83.198,5092.5,5093.824,802.133,52.756,70.671,379.225
2018-07-26T02:55:11.0000000-06:00,5093.855,83.167,5092.5,5093.855,802.137,53.523,70.671,358.944
2018-07-26T02:55:13.0000000-06:00,5093.919,83.103,5092.5,5093.919,801.85,54.282,70.671,392.407
2018-07-26T02:55:15.0000000-06:00,5093.953,83.069,5092.5,5093.953,802.133,53.421,73.387,391.933
2018-07-26T02:55:17.0000000-06:00,5093.995,83.027,5092.5,5093.995,802.133,54.825,73.387,386.99
2018-07-26T02:55:19.0000000-06:00,5094.034,82.988,5092.5,5094.034,802.137,53.851,73.387,389.726
2018-07-26T02:55:21.0000000-06:00,5094.084,82.939,5092.5,5094.084,802.137,54.062,73.387,381.164
2018-07-26T02:55:23.0000000-06:00,5094.105,82.918,5092.5,5094.105,802.133,54.028,73.387,397.522
2018-07-26T02:55:25.0000000-06:00,5094.149,82.874,5092.5,5094.149,801.85,53.857,73.387,397.01
2018-07-26T02:55:27.0000000-06:00,5094.209,82.814,5092.5,5094.209,801.85,52.921,79.457,363.067
2018-07-26T02:55:29.0000000-06:00,5094.248,82.775,5093,5094.248,802.133,53.393,79.457,394.683
2018-07-26T02:55:31.0000000-06:00,5094.275,82.747,5093,5094.275,802.42,53.974,79.457,383.591
2018-07-26T02:55:33.0000000-06:00,5094.299,82.723,5093,5094.299,801.85,53.075,79.457,410.853
2018-07-26T02:55:35.0000000-06:00,5094.355,82.667,5093,5094.355,802.137,53.332,79.457,424.078
2018-07-26T02:55:37.0000000-06:00,5094.405,82.618,5093,5094.405,802.133,54.132,79.457,444.957
2018-07-26T02:55:39.0000000-06:00,5094.438,82.584,5093,5094.438,801.85,55.03,79.457,450.619
2018-07-26T02:55:41.0000000-06:00,5094.485,82.537,5093,5094.485,801.567,53.575,70.436,467.9
2018-07-26T02:55:43.0000000-06:00,5094.529,82.493,5093,5094.529,801.847,53.892,70.436,436.568
2018-07-26T02:55:45.0000000-06:00,5094.567,82.455,5093,5094.567,801.281,54.119,70.436,441.04
2018-07-26T02:55:47.0000000-06:00,5094.616,82.407,5093,5094.616,801.563,54.142,70.436,459.693
2018-07-26T02:55:49.0000000-06:00,5094.65,82.372,5093,5094.65,801.85,54.371,70.436,483.229
2018-07-26T02:55:51.0000000-06:00,5094.744,82.278,5093,5094.744,801.567,55.816,70.436,438.138
2018-07-26T02:55:53.0000000-06:00,5094.778,82.245,5093,5094.778,801.567,55.424,92.291,415.237
2018-07-26T02:55:55.0000000-06:00,5094.87,82.152,5093.5,5094.87,801.564,55.138,92.291,454.758
2018-07-26T02:55:57.0000000-06:00,5094.927,82.095,5093.5,5094.927,801.567,54.841,92.291,468.164
2018-07-26T02:55:59.0000000-06:00,5095.038,81.984,5093.5,5095.038,801.85,55.147,92.291,439.194
2018-07-26T02:56:01.0000000-06:00,5095.119,81.903,5093.5,5095.119,801.85,54.492,92.291,430.032
2018-07-26T02:56:03.0000000-06:00,5095.184,81.838,5093.5,5095.184,801.567,54.406,92.291,475.988
2018-07-26T02:56:05.0000000-06:00,5095.268,81.754,5093.5,5095.268,802.133,55.456,133.291,486.507
2018-07-26T02:56:07.0000000-06:00,5095.322,81.701,5093.5,5095.322,801.567,55.903,133.291,471.147
2018-07-26T02:56:09.0000000-06:00,5095.427,81.596,5093.5,5095.427,801.567,56.777,133.291,514.382
2018-07-26T02:56:11.0000000-06:00,5095.482,81.541,5093.5,5095.482,801.567,58.071,133.291,517.059
2018-07-26T02:56:13.0000000-06:00,5095.557,81.466,5093.5,5095.557,801.563,58.444,133.291,545.648
2018-07-26T02:56:15.0000000-06:00,5095.62,81.402,5093.5,5095.62,801.281,59.131,133.291,521.55
2018-07-26T02:56:17.0000000-06:00,5095.656,81.366,5093.5,5095.656,801.281,58.743,133.291,532.371
2018-07-26T02:56:19.0000000-06:00,5095.691,81.331,5093.5,5095.691,800.998,58.116,117.883,526.3
2018-07-26T02:56:21.0000000-06:00,5095.707,81.316,5094,5095.707,801.281,56.788,117.883,532.191
2018-07-26T02:56:23.0000000-06:00,5095.773,81.25,5094,5095.773,801.281,57.174,117.883,519.122
2018-07-26T02:56:25.0000000-06:00,5095.823,81.2,5094,5095.823,801.281,55.562,117.883,545.97
2018-07-26T02:56:27.0000000-06:00,5095.915,81.107,5094,5095.915,801.281,54.026,117.883,494.353
2018-07-26T02:56:29.0000000-06:00,5095.968,81.055,5094,5095.968,801.563,54.604,117.883,521.596
2018-07-26T02:56:31.0000000-06:00,5096.045,80.977,5094,5096.045,801.281,53.414,102.394,482.001
2018-07-26T02:56:33.0000000-06:00,5096.077,80.945,5094,5096.077,801.567,51.181,102.394,506.014
2018-07-26T02:56:35.0000000-06:00,5096.113,80.909,5094,5096.113,801.563,51.768,102.394,502.919
2018-07-26T02:56:37.0000000-06:00,5096.143,80.88,5094,5096.143,801.281,52.438,102.394,506.053
2018-07-26T02:56:39.0000000-06:00,5096.18,80.842,5094,5096.18,801.567,52.987,102.394,496.504
2018-07-26T02:56:41.0000000-06:00,5096.256,80.766,5094,5096.256,801.563,54.214,102.394,491.522
2018-07-26T02:56:43.0000000-06:00,5096.276,80.747,5094,5096.276,801.281,55.529,102.394,512.889
2018-07-26T02:56:45.0000000-06:00,5096.352,80.67,5094.5,5096.352,801.567,55.339,78.444,497.622
2018-07-26T02:56:47.0000000-06:00,5096.403,80.62,5094.5,5096.403,801.281,54.875,78.444,477.612
2018-07-26T02:56:49.0000000-06:00,5096.461,80.533,5094.5,5096.461,801.563,54.463,78.444,518.638
2018-07-26T02:56:51.0000000-06:00,5096.531,80.492,5094.5,5096.531,801.281,53.888,78.444,507.919
2018-07-26T02:56:53.0000000-06:00,5096.558,80.464,5094.5,5096.558,801.281,54.479,78.444,508.565
2018-07-26T02:56:55.0000000-06:00,5096.59,80.432,5094.5,5096.59,801.281,54.938,78.444,474.156
2018-07-26T02:56:57.0000000-06:00,5096.642,80.38,5094.5,5096.642,801.281,56.358,78.444,481.733
2018-07-26T02:56:59.0000000-06:00,5096.671,80.351,5095,5096.671,801.85,55.983,81.32,481.454
2018-07-26T02:57:01.0000000-06:00,5096.72,80.302,5095,5096.72,801.281,56.056,81.32,456.313
2018-07-26T02:57:03.0000000-06:00,5096.782,80.24,5095,5096.782,801.281,55.203,81.32,481.012
2018-07-26T02:57:05.0000000-06:00,5096.806,80.216,5095,5096.806,801.567,55.429,81.32,487.869
2018-07-26T02:57:07.0000000-06:00,5096.861,80.161,5095,5096.861,801.564,55.36,81.32,470.484
2018-07-26T02:57:09.0000000-06:00,5096.902,80.12,5095,5096.902,801.281,56.781,81.32,452.408
2018-07-26T02:57:11.0000000-06:00,5097.007,80.015,5095,5097.007,801.281,57.638,81.32,480.017
2018-07-26T02:57:13.0000000-06:00,5097.066,79.956,5095.5,5097.066,800.998,59.549,95.961,524.125
2018-07-26T02:57:15.0000000-06:00,5097.108,79.914,5095.5,5097.108,801.281,59.743,95.961,504.199
2018-07-26T02:57:17.0000000-06:00,5097.165,79.857,5095.5,5097.165,801.281,59.444,95.961,510.637
2018-07-26T02:57:19.0000000-06:00,5097.222,79.8,5095.5,5097.222,801.563,58.365,95.961,535.468
2018-07-26T02:57:21.0000000-06:00,5097.257,79.766,5095.5,5097.257,801.281,57.828,95.961,498.806
2018-07-26T02:57:23.0000000-06:00,5097.288,79.735,5095.5,5097.288,801.564,57.753,95.961,469.001
2018-07-26T02:57:25.0000000-06:00,5097.347,79.675,5095.5,5097.347,801.281,58.178,95.961,450.555
2018-07-26T02:57:27.0000000-06:00,5097.412,79.61,5095.5,5097.412,800.998,60.522,88.263,452.978
2018-07-26T02:57:29.0000000-06:00,5097.428,79.594,5095.5,5097.428,801.284,60.54,88.263,438.689
2018-07-26T02:57:31.0000000-06:00,5097.495,79.527,5096,5097.495,801.567,63.208,88.263,459.723
2018-07-26T02:57:33.0000000-06:00,5097.563,79.459,5096,5097.563,801.281,61.879,88.263,504.651
2018-07-26T02:57:35.0000000-06:00,5097.607,79.415,5096,5097.607,802.134,61.972,88.263,557.794
2018-07-26T02:57:37.0000000-06:00,5097.631,79.392,5096,5097.631,801.281,59.807,88.263,563.034
2018-07-26T02:57:39.0000000-06:00,5097.684,79.338,5096,5097.684,801.281,59.494,88.263,528.447
2018-07-26T02:57:41.0000000-06:00,5097.71,79.312,5096,5097.71,800.998,56.63,86.744,524.463
2018-07-26T02:57:43.0000000-06:00,5097.776,79.247,5096,5097.776,801.281,56.843,86.744,539.985
2018-07-26T02:57:45.0000000-06:00,5097.831,79.191,5096,5097.831,800.715,56.494,86.744,515.56
2018-07-26T02:57:47.0000000-06:00,5097.871,79.151,5096,5097.871,801.281,56.471,86.744,523.786
2018-07-26T02:57:49.0000000-06:00,5097.925,79.098,5096,5097.925,801.281,57.745,86.744,470.938
2018-07-26T02:57:51.0000000-06:00,5098.006,79.016,5096,5098.006,801.281,60.75,86.744,479.989
2018-07-26T02:57:53.0000000-06:00,5098.047,78.975,5096.5,5098.047,801.85,61.827,86.744,477.655
2018-07-26T02:57:55.0000000-06:00,5098.1,78.923,5096.5,5098.1,801.281,61.533,92.555,474.156
2018-07-26T02:57:57.0000000-06:00,5098.164,78.858,5096.5,5098.164,801.567,65.318,92.555,465.824
2018-07-26T02:57:59.0000000-06:00,5098.19,78.832,5096.5,5098.19,801.284,65.689,92.555,447.301
2018-07-26T02:58:01.0000000-06:00,5098.24,78.782,5096.5,5098.24,801.567,65.705,92.555,442.812
2018-07-26T02:58:03.0000000-06:00,5098.282,78.741,5096.5,5098.282,802.133,65.579,92.555,484.25
2018-07-26T02:58:05.0000000-06:00,5098.294,78.728,5096.5,5098.294,801.284,67.766,92.555,467.098
2018-07-26T02:58:07.0000000-06:00,5098.34,78.683,5096.5,5098.34,800.998,66.647,92.555,485.484
2018-07-26T02:58:09.0000000-06:00,5098.366,78.656,5096.5,5098.366,801.284,66.393,75.623,490.446
2018-07-26T02:58:11.0000000-06:00,5098.432,78.59,5096.5,5098.432,801.567,64.8,75.623,457.901
2018-07-26T02:58:13.0000000-06:00,5098.485,78.537,5097,5098.485,801.281,64.355,75.623,453.625
2018-07-26T02:58:15.0000000-06:00,5098.539,78.483,5097,5098.539,801.85,62.981,75.623,416.154
2018-07-26T02:58:17.0000000-06:00,5098.578,78.444,5097,5098.578,801.85,61.829,75.623,434.472
2018-07-26T02:58:19.0000000-06:00,5098.629,78.393,5097,5098.629,801.567,61.704,75.623,451.27
2018-07-26T02:58:21.0000000-06:00,5098.704,78.318,5097,5098.704,801.85,62.148,75.623,456.865
2018-07-26T02:58:23.0000000-06:00,5098.734,78.288,5097,5098.734,801.567,60.855,91.964,453.976
2018-07-26T02:58:25.0000000-06:00,5098.765,78.257,5097,5098.765,801.85,60.184,91.964,435.071
2018-07-26T02:58:27.0000000-06:00,5098.789,78.233,5097,5098.789,801.567,59.888,91.964,413.521
2018-07-26T02:58:29.0000000-06:00,5098.842,78.181,5097,5098.842,801.567,59.197,91.964,423.188
2018-07-26T02:58:31.0000000-06:00,5098.864,78.158,5097,5098.864,801.85,59.111,91.964,439.107
2018-07-26T02:58:33.0000000-06:00,5098.93,78.092,5097,5098.93,801.567,59.365,91.964,417.798
2018-07-26T02:58:35.0000000-06:00,5098.98,78.042,5097.5,5098.98,802.133,59.419,91.964,394.924
2018-07-26T02:58:37.0000000-06:00,5099.011,78.011,5097.5,5099.011,801.85,59.019,73.289,434.577
2018-07-26T02:58:39.0000000-06:00,5099.055,77.968,5097.5,5099.055,801.567,57.596,73.289,422.399
2018-07-26T02:58:41.0000000-06:00,5099.074,77.948,5097.5,5099.074,801.567,57.138,73.289,400.701
2018-07-26T02:58:43.0000000-06:00,5099.12,77.903,5097.5,5099.12,801.85,57.14,73.289,440.949
2018-07-26T02:58:45.0000000-06:00,5099.156,77.866,5097.5,5099.156,801.567,55.603,73.289,443.406
2018-07-26T02:58:47.0000000-06:00,5099.19,77.832,5097.5,5099.19,801.85,56.827,73.289,412.729
2018-07-26T02:58:49.0000000-06:00,5099.252,77.77,5097.5,5099.252,802.417,57.832,73.289,407.367
2018-07-26T02:58:51.0000000-06:00,5099.289,77.733,5097.5,5099.289,801.567,58.989,73.289,433.364
2018-07-26T02:58:53.0000000-06:00,5099.329,77.694,5097.5,5099.329,801.567,61.31,68.034,442.706
2018-07-26T02:58:55.0000000-06:00,5099.391,77.621,5098,5099.391,802.137,62.802,68.034,425.43
2018-07-26T02:58:57.0000000-06:00,5099.445,77.578,5098,5099.445,801.285,62.09,68.034,458.317
2018-07-26T02:58:59.0000000-06:00,5099.452,77.57,5098,5099.452,801.285,62.521,68.034,445.703
2018-07-26T02:59:01.0000000-06:00,5099.488,77.535,5098,5099.488,801.285,61.486,68.034,463.127
2018-07-26T02:59:03.0000000-06:00,5099.518,77.504,5098,5099.518,801.567,59.811,68.034,424.854
2018-07-26T02:59:05.0000000-06:00,5099.563,77.459,5098,5099.563,801.568,60.466,68.034,424.788
2018-07-26T02:59:07.0000000-06:00,5099.609,77.413,5098,5099.609,801.85,60.304,69.001,409.557
2018-07-26T02:59:09.0000000-06:00,5099.644,77.378,5098,5099.644,801.567,58.922,69.001,447.398
2018-07-26T02:59:11.0000000-06:00,5099.68,77.342,5098,5099.68,802.42,58.576,69.001,442.73
2018-07-26T02:59:13.0000000-06:00,5099.757,77.265,5098,5099.757,801.567,57.926,69.001,481.581
2018-07-26T02:59:15.0000000-06:00,5099.785,77.237,5098.5,5099.785,801.85,55.409,69.001,457.903
2018-07-26T02:59:17.0000000-06:00,5099.845,77.177,5098.5,5099.845,801.567,55.331,69.001,474.882
2018-07-26T02:59:19.0000000-06:00,5099.894,77.128,5098.5,5099.894,801.567,55.479,69.001,435.898
2018-07-26T02:59:21.0000000-06:00,5099.931,77.091,5098.5,5099.931,801.85,55.803,69.001,407.945
2018-07-26T02:59:23.0000000-06:00,5099.953,77.069,5098.5,5099.953,802.133,56.38,90.837,414.404
2018-07-26T02:59:25.0000000-06:00,5100.015,76.996,5098.5,5100.015,801.281,59.026,90.837,404.392
2018-07-26T02:59:27.0000000-06:00,5100.065,76.958,5098.5,5100.065,801.85,59.886,90.837,448.059
2018-07-26T02:59:29.0000000-06:00,5100.138,76.884,5098.5,5100.138,801.85,61.211,90.837,480.359
2018-07-26T02:59:31.0000000-06:00,5100.173,76.849,5098.5,5100.173,801.567,59.7,90.837,512.154
2018-07-26T02:59:33.0000000-06:00,5100.201,76.822,5098.5,5100.201,801.563,59.999,90.837,498.547
2018-07-26T02:59:35.0000000-06:00,5100.242,76.781,5098.5,5100.242,801.281,57.684,90.837,499.53
2018-07-26T02:59:37.0000000-06:00,5100.277,76.745,5098.5,5100.277,801.281,55.682,72.497,510.02
2018-07-26T02:59:39.0000000-06:00,5100.31,76.712,5099,5100.31,801.281,54.845,72.497,523.303
2018-07-26T02:59:41.0000000-06:00,5100.379,76.644,5099,5100.379,801.281,56.158,72.497,504.068
2018-07-26T02:59:43.0000000-06:00,5100.407,76.615,5099,5100.407,801.567,56.683,72.497,472.512
2018-07-26T02:59:45.0000000-06:00,5100.456,76.567,5099,5100.456,801.567,58.27,72.497,460.088
2018-07-26T02:59:47.0000000-06:00,5100.499,76.523,5099,5100.499,801.281,58.379,72.497,470.869
2018-07-26T02:59:49.0000000-06:00,5100.567,76.455,5099,5100.567,801.567,59.106,72.497,475.052
2018-07-26T02:59:51.0000000-06:00,5100.601,76.421,5099,5100.601,801.567,59.077,72.497,448.035
2018-07-26T02:59:53.0000000-06:00,5100.646,76.377,5099,5100.646,801.567,59.519,85.909,447.613
2018-07-26T02:59:55.0000000-06:00,5100.701,76.321,5099,5100.701,801.567,58.794,85.909,458.406
2018-07-26T02:59:57.0000000-06:00,5100.774,76.248,5099,5100.774,801.85,58.729,85.909,463.144
2018-07-26T02:59:59.0000000-06:00,5100.8,76.222,5099,5100.8,801.567,58.418,85.909,467.985
2018-07-26T03:00:01.0000000-06:00,5100.848,76.174,5099,5100.848,801.85,57.02,85.909,471.252
2018-07-26T03:00:03.0000000-06:00,5100.904,76.118,5099.5,5100.904,801.567,55.485,85.909,481.464
2018-07-26T03:00:05.0000000-06:00,5100.952,76.07,5099.5,5100.952,801.281,55.26,85.909,475.846
2018-07-26T03:00:07.0000000-06:00,5100.975,76.047,5099.5,5100.975,801.85,57.479,85.909,441.697
2018-07-26T03:00:09.0000000-06:00,5101.025,75.997,5099.5,5101.025,801.567,57.092,84.473,439.094
2018-07-26T03:00:11.0000000-06:00,5101.07,75.953,5099.5,5101.07,801.281,57.792,84.473,441.998
2018-07-26T03:00:13.0000000-06:00,5101.124,75.899,5099.5,5101.124,801.281,57.921,84.473,439.024
2018-07-26T03:00:15.0000000-06:00,5101.159,75.863,5099.5,5101.159,801.85,57.22,84.473,451.528
2018-07-26T03:00:17.0000000-06:00,5101.192,75.83,5099.5,5101.192,801.85,56.699,84.473,459.541
2018-07-26T03:00:19.0000000-06:00,5101.254,75.768,5099.5,5101.254,801.85,56.357,84.473,429.624
2018-07-26T03:00:21.0000000-06:00,5101.311,75.711,5099.5,5101.311,801.85,56.002,84.473,415.467
2018-07-26T03:00:23.0000000-06:00,5101.337,75.685,5099.5,5101.337,802.133,56.444,84.473,452.893
2018-07-26T03:00:25.0000000-06:00,5101.392,75.63,5100,5101.392,801.567,55.738,79.621,478.698
2018-07-26T03:00:27.0000000-06:00,5101.442,75.58,5100,5101.442,801.85,54.241,79.621,444.462
2018-07-26T03:00:29.0000000-06:00,5101.495,75.528,5100,5101.495,801.567,55.962,79.621,450.411
2018-07-26T03:00:31.0000000-06:00,5101.557,75.466,5100,5101.557,801.281,55.43,79.621,481.337
2018-07-26T03:00:33.0000000-06:00,5101.609,75.413,5100,5101.609,801.563,57.026,79.621,511.352
2018-07-26T03:00:35.0000000-06:00,5101.647,75.375,5100,5101.647,801.567,57.869,79.621,480.225
2018-07-26T03:00:37.0000000-06:00,5101.71,75.313,5100,5101.71,801.567,59.157,79.621,496.851
2018-07-26T03:00:39.0000000-06:00,5101.743,75.279,5100,5101.743,801.281,56.918,92.523,499.893
2018-07-26T03:00:41.0000000-06:00,5101.775,75.248,5100,5101.775,801.563,57.54,92.523,513.322
2018-07-26T03:00:43.0000000-06:00,5101.853,75.169,5100,5101.853,801.567,55.452,92.523,474.252
2018-07-26T03:00:45.0000000-06:00,5101.908,75.114,5100,5101.908,801.567,54.524,92.523,459.787
2018-07-26T03:00:47.0000000-06:00,5101.948,75.074,5100,5101.948,801.563,53.725,92.523,446.456
2018-07-26T03:00:49.0000000-06:00,5101.998,75.024,5100.5,5101.998,801.567,54.164,92.523,474.356
2018-07-26T03:00:51.0000000-06:00,5102.042,74.98,5100.5,5102.042,801.567,54.721,92.523,437.276
2018-07-26T03:00:53.0000000-06:00,5102.066,74.957,5100.5,5102.066,801.85,54.165,92.523,459.036
2018-07-26T03:00:55.0000000-06:00,5102.086,74.937,5100.5,5102.086,801.281,54.421,77.143,458.298
2018-07-26T03:00:57.0000000-06:00,5102.142,74.881,5100.5,5102.142,801.85,55.62,77.143,392.932
2018-07-26T03:00:59.0000000-06:00,5102.175,74.847,5100.5,5102.175,801.567,56.356,77.143,407.418
2018-07-26T03:01:01.0000000-06:00,5102.217,74.805,5100.5,5102.217,801.85,56.546,77.143,416.787
2018-07-26T03:01:03.0000000-06:00,5102.272,74.75,5100.5,5102.272,802.133,58.877,77.143,420.109
2018-07-26T03:01:05.0000000-06:00,5102.303,74.719,5100.5,5102.303,801.85,59.309,77.143,418.258
2018-07-26T03:01:07.0000000-06:00,5102.332,74.69,5100.5,5102.332,801.567,60.166,77.143,434.273
2018-07-26T03:01:09.0000000-06:00,5102.387,74.636,5100.5,5102.387,801.567,59.095,77.143,442.115
2018-07-26T03:01:11.0000000-06:00,5102.422,74.6,5101,5102.422,801.281,60.326,77.143,452.042
2018-07-26T03:01:13.0000000-06:00,5102.45,74.572,5101,5102.45,801.85,59.257,74.927,420.707
2018-07-26T03:01:15.0000000-06:00,5102.502,74.521,5101,5102.502,801.567,59.57,74.927,423.603
2018-07-26T03:01:17.0000000-06:00,5102.527,74.496,5101,5102.527,801.563,58.034,74.927,401.614
2018-07-26T03:01:19.0000000-06:00,5102.598,74.424,5101,5102.598,801.85,57.291,74.927,449.582
2018-07-26T03:01:21.0000000-06:00,5102.637,74.385,5101,5102.637,801.567,55.222,74.927,466.677
2018-07-26T03:01:23.0000000-06:00,5102.669,74.353,5101,5102.669,801.85,53.898,74.927,463.397
2018-07-26T03:01:25.0000000-06:00,5102.704,74.318,5101,5102.704,801.567,52.984,74.927,483.121
2018-07-26T03:01:27.0000000-06:00,5102.753,74.269,5101,5102.753,801.567,51.721,74.927,504.676
2018-07-26T03:01:29.0000000-06:00,5102.815,74.207,5101,5102.815,801.85,50.876,72.764,471.334
2018-07-26T03:01:31.0000000-06:00,5102.84,74.183,5101,5102.84,801.281,50.156,72.764,484.329
2018-07-26T03:01:33.0000000-06:00,5102.871,74.151,5101.5,5102.871,801.567,50.635,72.764,486.891
2018-07-26T03:01:35.0000000-06:00,5102.936,74.087,5101.5,5102.936,801.567,51.635,72.764,487.079
2018-07-26T03:01:37.0000000-06:00,5102.967,74.037,5101.5,5102.967,801.563,51.227,72.764,488.687
2018-07-26T03:01:39.0000000-06:00,5103.019,74.003,5101.5,5103.019,801.281,51.383,72.764,452.968
2018-07-26T03:01:41.0000000-06:00,5103.048,73.974,5101.5,5103.048,801.85,51.612,72.764,433.867
2018-07-26T03:01:43.0000000-06:00,5103.083,73.939,5101.5,5103.083,801.85,51.62,72.764,467.831
2018-07-26T03:01:45.0000000-06:00,5103.146,73.876,5101.5,5103.146,801.567,51.453,79.477,432.09
2018-07-26T03:01:47.0000000-06:00,5103.149,73.873,5101.5,5103.149,801.567,52.446,79.477,432.09
2018-07-26T03:01:49.0000000-06:00,5103.216,73.806,5101.5,5103.216,801.281,53.258,79.477,427.149
2018-07-26T03:01:51.0000000-06:00,5103.27,73.752,5101.5,5103.27,801.567,52.866,79.477,428.648
2018-07-26T03:01:53.0000000-06:00,5103.293,73.729,5102,5103.293,801.567,53.414,79.477,447.587
2018-07-26T03:01:55.0000000-06:00,5103.349,73.673,5102,5103.349,801.85,53.672,79.477,447.925
2018-07-26T03:01:57.0000000-06:00,5103.394,73.628,5102,5103.394,801.567,54.533,79.477,463.458
2018-07-26T03:01:59.0000000-06:00,5103.438,73.584,5102,5103.438,801.281,54.656,79.477,470.556
2018-07-26T03:02:01.0000000-06:00,5103.493,73.53,5102,5103.493,801.563,55.168,79.239,487.173
2018-07-26T03:02:03.0000000-06:00,5103.531,73.492,5102,5103.531,801.564,53.512,79.239,442.528
2018-07-26T03:02:05.0000000-06:00,5103.584,73.438,5102,5103.584,801.281,52.621,79.239,416.097
2018-07-26T03:02:07.0000000-06:00,5103.621,73.402,5102,5103.621,801.567,52.924,79.239,420.596
2018-07-26T03:02:09.0000000-06:00,5103.653,73.369,5102,5103.653,802.133,53.759,79.239,443.117
2018-07-26T03:02:11.0000000-06:00,5103.716,73.307,5102,5103.716,802.137,55.071,79.239,455.219
2018-07-26T03:02:13.0000000-06:00,5103.738,73.284,5102,5103.738,801.563,55.862,79.239,480.154
